region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr3:30261681-30262243	chr3	30261681	30262243	3p	p24.1			1				
chr3:30346442-30346996	chr3	30346442	30346996	3p	p24.1			1				
chr3:30678756-30679361	chr3	30678756	30679361	3p	p24.1		TGFBR2	1	TGFBR2	coding,nonCoding	protein_coding	N
chr3:30434791-30435351	chr3	30434791	30435351	3p	p24.1			1				
chr3:30289734-30290263	chr3	30289734	30290263	3p	p24.1			1				
chr3:30669164-30669786	chr3	30669164	30669786	3p	p24.1		TGFBR2	1	TGFBR2	coding,nonCoding	protein_coding	N
chr3:30773640-30774443	chr3	30773640	30774443	3p	p24.1			1	GADL1	coding	protein_coding	N
chr3:30679635-30680501	chr3	30679635	30680501	3p	p24.1		TGFBR2	1	TGFBR2	coding,nonCoding	protein_coding	N
chr3:30197863-30198835	chr3	30197863	30198835	3p	p24.1			1				
chr3:30472443-30473601	chr3	30472443	30473601	3p	p24.1			1				
chr3:30699725-30701027	chr3	30699725	30701027	3p	p24.1			1				
chr3:30333777-30335128	chr3	30333777	30335128	3p	p24.1			1				
chr3:30730559-30732069	chr3	30730559	30732069	3p	p24.1			1	GADL1	coding	protein_coding	N
chr3:30599226-30600720	chr3	30599226	30600720	3p	p24.1			1				
chr3:30750633-30752179	chr3	30750633	30752179	3p	p24.1			1	GADL1	coding	protein_coding	N
chr3:71445454-71461448	chr3	71445454	71461448	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71055336-71069527	chr3	71055336	71069527	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71717455-71725115	chr3	71717455	71725115	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71481320-71495664	chr3	71481320	71495664	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71126808-71134854	chr3	71126808	71134854	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71006280-71013872	chr3	71006280	71013872	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71584636-71588314	chr3	71584636	71588314	3p	p13			1	FOXP1-DT	nonCoding	lncRNA	N
chr3:71416556-71421530	chr3	71416556	71421530	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71301116-71306355	chr3	71301116	71306355	3p	p13		FOXP1	2	FOXP1-AS1,FOXP1	nonCoding,coding	lncRNA,protein_coding	N,Y
chr3:71085058-71086737	chr3	71085058	71086737	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71709259-71711788	chr3	71709259	71711788	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71079481-71081955	chr3	71079481	71081955	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71725890-71730096	chr3	71725890	71730096	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71117224-71126067	chr3	71117224	71126067	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71398920-71399435	chr3	71398920	71399435	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71430795-71432531	chr3	71430795	71432531	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71082253-71083854	chr3	71082253	71083854	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71298113-71299739	chr3	71298113	71299739	3p	p13		FOXP1	2	FOXP1-AS1,FOXP1	nonCoding,coding	lncRNA,protein_coding	N,Y
chr3:71037423-71039417	chr3	71037423	71039417	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71227133-71229283	chr3	71227133	71229283	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71316473-71318745	chr3	71316473	71318745	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71714535-71716726	chr3	71714535	71716726	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71510845-71513429	chr3	71510845	71513429	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71395455-71398210	chr3	71395455	71398210	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71047659-71050303	chr3	71047659	71050303	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71050947-71053583	chr3	71050947	71053583	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71373697-71374236	chr3	71373697	71374236	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71361484-71362056	chr3	71361484	71362056	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71107128-71107806	chr3	71107128	71107806	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71707706-71708627	chr3	71707706	71708627	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71023764-71025382	chr3	71023764	71025382	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71135155-71136768	chr3	71135155	71136768	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71703314-71705032	chr3	71703314	71705032	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71423403-71425150	chr3	71423403	71425150	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71087843-71089931	chr3	71087843	71089931	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71103246-71105797	chr3	71103246	71105797	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71152797-71155405	chr3	71152797	71155405	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71391071-71395270	chr3	71391071	71395270	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71262869-71263052	chr3	71262869	71263052	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71400104-71400335	chr3	71400104	71400335	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71112643-71112882	chr3	71112643	71112882	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71582564-71582764	chr3	71582564	71582764	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71164743-71164949	chr3	71164743	71164949	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71577522-71577749	chr3	71577522	71577749	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71037061-71037294	chr3	71037061	71037294	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71389824-71390039	chr3	71389824	71390039	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71552320-71552525	chr3	71552320	71552525	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71497973-71498200	chr3	71497973	71498200	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71173407-71173622	chr3	71173407	71173622	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71675511-71675749	chr3	71675511	71675749	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71706589-71706845	chr3	71706589	71706845	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71869959-71870198	chr3	71869959	71870198	3p	p13			1				
chr3:71078207-71078459	chr3	71078207	71078459	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71311236-71311482	chr3	71311236	71311482	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71044347-71044612	chr3	71044347	71044612	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71114234-71114486	chr3	71114234	71114486	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71019975-71020247	chr3	71019975	71020247	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71265107-71265357	chr3	71265107	71265357	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71023056-71023324	chr3	71023056	71023324	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71581797-71582057	chr3	71581797	71582057	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71018767-71019138	chr3	71018767	71019138	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71441518-71441868	chr3	71441518	71441868	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71269323-71269732	chr3	71269323	71269732	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71028983-71029367	chr3	71028983	71029367	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71034061-71034458	chr3	71034061	71034458	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71053809-71054185	chr3	71053809	71054185	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71030163-71030558	chr3	71030163	71030558	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71705755-71706203	chr3	71705755	71706203	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71142740-71143110	chr3	71142740	71143110	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71313889-71314331	chr3	71313889	71314331	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71115815-71116201	chr3	71115815	71116201	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71126223-71126656	chr3	71126223	71126656	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71035746-71036148	chr3	71035746	71036148	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71141256-71141722	chr3	71141256	71141722	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71503997-71504479	chr3	71503997	71504479	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71300658-71301102	chr3	71300658	71301102	3p	p13		FOXP1	2	FOXP1,FOXP1-AS1	coding,nonCoding	protein_coding,lncRNA	Y,N
chr3:71401363-71401848	chr3	71401363	71401848	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71390181-71390654	chr3	71390181	71390654	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71036329-71036865	chr3	71036329	71036865	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71462211-71462719	chr3	71462211	71462719	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71156297-71156818	chr3	71156297	71156818	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71359668-71360238	chr3	71359668	71360238	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71275488-71276013	chr3	71275488	71276013	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71155706-71156291	chr3	71155706	71156291	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71039900-71040539	chr3	71039900	71040539	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71137874-71138525	chr3	71137874	71138525	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71673522-71674092	chr3	71673522	71674092	3p	p13			1				
chr3:71225360-71226057	chr3	71225360	71226057	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71288246-71288956	chr3	71288246	71288956	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71464641-71465266	chr3	71464641	71465266	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71005360-71006028	chr3	71005360	71006028	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71270310-71270961	chr3	71270310	71270961	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71578824-71579653	chr3	71578824	71579653	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71778309-71779121	chr3	71778309	71779121	3p	p13			1	PROK2	coding	protein_coding	N
chr3:71309850-71310743	chr3	71309850	71310743	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71260568-71261297	chr3	71260568	71261297	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71032286-71033146	chr3	71032286	71033146	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71229665-71230609	chr3	71229665	71230609	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71365148-71366009	chr3	71365148	71366009	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71876770-71877713	chr3	71876770	71877713	3p	p13			1				
chr3:71731975-71732911	chr3	71731975	71732911	3p	p13			1	EIF4E3	coding	protein_coding	N
chr3:71784835-71785818	chr3	71784835	71785818	3p	p13			1	PROK2	coding	protein_coding	N
chr3:71030783-71031705	chr3	71030783	71031705	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71184623-71185543	chr3	71184623	71185543	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71271195-71272231	chr3	71271195	71272231	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71045371-71046378	chr3	71045371	71046378	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71387791-71388842	chr3	71387791	71388842	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71384835-71385834	chr3	71384835	71385834	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71015224-71016371	chr3	71015224	71016371	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71209336-71210451	chr3	71209336	71210451	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71090623-71091922	chr3	71090623	71091922	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71479919-71481162	chr3	71479919	71481162	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71002154-71003507	chr3	71002154	71003507	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71110199-71111677	chr3	71110199	71111677	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71442426-71444202	chr3	71442426	71444202	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71146600-71148020	chr3	71146600	71148020	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71307283-71308981	chr3	71307283	71308981	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71095850-71097444	chr3	71095850	71097444	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71354916-71356770	chr3	71354916	71356770	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71075408-71077384	chr3	71075408	71077384	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71311726-71313613	chr3	71311726	71313613	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71466834-71469182	chr3	71466834	71469182	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:71070454-71073334	chr3	71070454	71073334	3p	p13		FOXP1	1	FOXP1	coding,nonCoding	protein_coding	Y
chr3:105765218-105767682	chr3	105765218	105767682	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105364143-105367659	chr3	105364143	105367659	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105833754-105837137	chr3	105833754	105837137	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105773077-105774596	chr3	105773077	105774596	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105750870-105752575	chr3	105750870	105752575	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105753795-105756210	chr3	105753795	105756210	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105685740-105689135	chr3	105685740	105689135	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105867134-105867762	chr3	105867134	105867762	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105864796-105865894	chr3	105864796	105865894	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105695263-105696421	chr3	105695263	105696421	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105823202-105824512	chr3	105823202	105824512	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105800230-105802385	chr3	105800230	105802385	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105847063-105849984	chr3	105847063	105849984	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105517290-105522284	chr3	105517290	105522284	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105775043-105775233	chr3	105775043	105775233	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105652668-105652888	chr3	105652668	105652888	3q	q13.11			1				
chr3:105620654-105620859	chr3	105620654	105620859	3q	q13.11			1				
chr3:105652970-105653177	chr3	105652970	105653177	3q	q13.11			1				
chr3:105799743-105799968	chr3	105799743	105799968	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105527312-105527575	chr3	105527312	105527575	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105694659-105694893	chr3	105694659	105694893	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105616146-105616404	chr3	105616146	105616404	3q	q13.11			1				
chr3:105690630-105690867	chr3	105690630	105690867	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105697816-105698066	chr3	105697816	105698066	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105772447-105772739	chr3	105772447	105772739	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105810271-105810508	chr3	105810271	105810508	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105705405-105705671	chr3	105705405	105705671	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105807082-105807382	chr3	105807082	105807382	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105882280-105882549	chr3	105882280	105882549	3q	q13.11			1				
chr3:105777533-105777840	chr3	105777533	105777840	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105789976-105790275	chr3	105789976	105790275	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105862753-105863047	chr3	105862753	105863047	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105667441-105667800	chr3	105667441	105667800	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105870734-105871076	chr3	105870734	105871076	3q	q13.11			1				
chr3:105817722-105818169	chr3	105817722	105818169	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105412637-105413051	chr3	105412637	105413051	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105807616-105808124	chr3	105807616	105808124	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105692952-105693647	chr3	105692952	105693647	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105788793-105789456	chr3	105788793	105789456	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105429687-105430385	chr3	105429687	105430385	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105791946-105792615	chr3	105791946	105792615	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105790341-105791052	chr3	105790341	105791052	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105797732-105798398	chr3	105797732	105798398	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105851832-105852577	chr3	105851832	105852577	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105804694-105805418	chr3	105804694	105805418	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105696945-105697790	chr3	105696945	105697790	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105812050-105812813	chr3	105812050	105812813	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105783323-105784287	chr3	105783323	105784287	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105988766-105989588	chr3	105988766	105989588	3q	q13.11			1				
chr3:105362227-105363082	chr3	105362227	105363082	3q	q13.11			1				
chr3:105370429-105371453	chr3	105370429	105371453	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105681018-105682221	chr3	105681018	105682221	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105877074-105878297	chr3	105877074	105878297	3q	q13.11			1				
chr3:105837478-105838944	chr3	105837478	105838944	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105368039-105369524	chr3	105368039	105369524	3q	q13.11			1	ALCAM	coding,nonCoding	protein_coding	N
chr3:105762539-105763972	chr3	105762539	105763972	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105879415-105881154	chr3	105879415	105881154	3q	q13.11			1				
chr3:105825481-105827222	chr3	105825481	105827222	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105839212-105840951	chr3	105839212	105840951	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105785335-105787575	chr3	105785335	105787575	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105732357-105734907	chr3	105732357	105734907	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:105828985-105832767	chr3	105828985	105832767	3q	q13.11		CBLB	1	CBLB	coding,nonCoding	protein_coding	N
chr3:107595119-107599457	chr3	107595119	107599457	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107421587-107423039	chr3	107421587	107423039	3q	q13.12			1				
chr3:107659416-107661056	chr3	107659416	107661056	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107685631-107686308	chr3	107685631	107686308	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107526039-107527153	chr3	107526039	107527153	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107661809-107662982	chr3	107661809	107662982	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107683220-107684415	chr3	107683220	107684415	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107632989-107634197	chr3	107632989	107634197	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107675524-107677498	chr3	107675524	107677498	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107592807-107594742	chr3	107592807	107594742	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107976327-107978694	chr3	107976327	107978694	3q	q13.12			1				
chr3:107980754-107980958	chr3	107980754	107980958	3q	q13.12			1				
chr3:107691053-107691256	chr3	107691053	107691256	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107555886-107556117	chr3	107555886	107556117	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107420313-107420530	chr3	107420313	107420530	3q	q13.12			1	CCDC54-AS1	nonCoding	lncRNA	N
chr3:107527380-107527631	chr3	107527380	107527631	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107718998-107719213	chr3	107718998	107719213	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107532139-107532345	chr3	107532139	107532345	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107574055-107574278	chr3	107574055	107574278	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107228286-107228490	chr3	107228286	107228490	3q	q13.12			2	DUBR,LINC00882	nonCoding	lncRNA	N,Y
chr3:107752985-107753207	chr3	107752985	107753207	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107600131-107600377	chr3	107600131	107600377	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107721588-107721828	chr3	107721588	107721828	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107773637-107773907	chr3	107773637	107773907	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107561926-107562184	chr3	107561926	107562184	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107520000-107520294	chr3	107520000	107520294	3q	q13.12			1				
chr3:107740718-107741016	chr3	107740718	107741016	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107620171-107620481	chr3	107620171	107620481	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107602620-107602938	chr3	107602620	107602938	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107651258-107651596	chr3	107651258	107651596	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107541688-107542007	chr3	107541688	107542007	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107618371-107618778	chr3	107618371	107618778	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107657518-107657907	chr3	107657518	107657907	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107974054-107974512	chr3	107974054	107974512	3q	q13.12			1				
chr3:107810305-107810723	chr3	107810305	107810723	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107529346-107529782	chr3	107529346	107529782	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107645022-107645539	chr3	107645022	107645539	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107630177-107630703	chr3	107630177	107630703	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107811358-107811863	chr3	107811358	107811863	3q	q13.12			1				
chr3:107740190-107740632	chr3	107740190	107740632	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107630844-107631379	chr3	107630844	107631379	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107544210-107544821	chr3	107544210	107544821	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107681082-107681659	chr3	107681082	107681659	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107557898-107558568	chr3	107557898	107558568	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
