region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr21:19570001-20080000	chr21	19570001	20080000	21q	q21.1			1	LINC01683	nonCoding	lncRNA	N
chr21:25440001-25800000	chr21	25440001	25800000	21q	q21.2		SIK1, MRPL39	6	MIR155HG,MIR155,MRPL39,JAM2,ATP5PF,GABPA	nonCoding,coding	lncRNA,miRNA,protein_coding	N
chr21:27500001-27860000	chr21	27500001	27860000	21q	q21.3			2	LINC01673,LINC00113	nonCoding	lncRNA	N
chr22:33840001-34120000	chr22	33840001	34120000	22q	q12.3			3	LARGE1,LARGE1-AS1,LINC01643	coding,nonCoding	protein_coding,lncRNA	Y,N
chr3:112520001-112640000	chr3	112520001	112640000	3q	q13.2		ATG3, SLC35A5	3	ATG3,SLC35A5,CCDC80	coding,nonCoding	protein_coding	N
chr3:113770001-114380000	chr3	113770001	114380000	3q	q13.31		TIGIT	11	ATP6V1A,GRAMD1C,ZDHHC23,CCDC191,QTRT2,DRD3,ZNF80,TIGIT,ZBTB20,MIR568,ZBTB20-AS1	coding,nonCoding	protein_coding,miRNA,lncRNA	N,Y
chr3:139710001-139850000	chr3	139710001	139850000	3q	q23			1	COPB2-DT	nonCoding	lncRNA	N
chr3:148930001-149290000	chr3	148930001	149290000	3q	q24	FRA3D		6	GYG1,HLTF,HLTF-AS1,HPS3,CP,TM4SF18-AS1	coding,nonCoding	protein_coding,lncRNA	N
chr3:150170001-150680000	chr3	150170001	150680000	3q	q25.1	FRA3D	SERP1	7	LINC01213,LINC01214,TSC22D2,SERP1,EIF2A,ERICH6,SELENOT	nonCoding,coding	lncRNA,protein_coding	N
chr3:150740001-150820000	chr3	150740001	150820000	3q	q25.1	FRA3D		2	SIAH2-AS1,SIAH2	nonCoding,coding	lncRNA,protein_coding	N
chr3:156480001-157030000	chr3	156480001	157030000	3q	q25.31	FRA3D	TIPARP	7	KCNAB1,SSR3,TIPARP,LINC00886,LEKR1,TIPARP-AS1,RN7SKP177	nonCoding,coding	protein_coding,lncRNA,misc_RNA	Y,N
chr3:162540001-162660000	chr3	162540001	162660000	3q	q26.1			1				
chr3:186340001-186910000	chr3	186340001	186910000	3q	q27.3	FRA3C	RFC4, EIF4A2, SNORA81, SNORD2	23	DGKG,LINC02020,LINC02052,LINC02051,CRYGS,TBCCD1,DNAJB11,HRG-AS1,AHSG,FETUB,HRG,KNG1,RNU6-1105P,EIF4A2,SNORD2,SNORA63B,MIR1248,SNORA81,SNORA4,RFC4,LINC02043,ADIPOQ,ADIPOQ-AS1	coding,nonCoding	protein_coding,lncRNA,snRNA,snoRNA,miRNA	N
chr3:188690001-189530000	chr3	188690001	189530000	3q	q28		LPP	4	LPP,TPRG1-AS1,TPRG1,TPRG1-AS2	coding,nonCoding	protein_coding,lncRNA	Y,N
chr3:2440001-2890000	chr3	2440001	2890000	3p	p26.3			1	CNTN4	coding,nonCoding	protein_coding	Y
chr3:3580001-3700000	chr3	3580001	3700000	3p	p26.2			1				
chr3:36970001-37400000	chr3	36970001	37400000	3p	p22.2			7	RNU6-1301P,EPM2AIP1,LRRFIP2,GOLGA4-AS1,MLH1,APRG1,GOLGA4	nonCoding,coding	snRNA,protein_coding,lncRNA	N
chr3:38140001-38260000	chr3	38140001	38260000	3p	p22.2			2	OXSR1,MYD88	coding,nonCoding	protein_coding	N
chr3:39000001-39570000	chr3	39000001	39570000	3p	p22.2			14	SCN11A,RNU6-1227P,WDR48,RPSA,SNORA6,MOBP,MIR6822,CSRNP1,GORASP1,TTC21A,CCR8,SLC25A38,XIRP1,CX3CR1	coding,nonCoding	protein_coding,snRNA,snoRNA,miRNA	N
chr3:45230001-46010000	chr3	45230001	46010000	3p	p21.31		LARS2	11	LARS2,LARS2-AS1,CXCR6,LIMD1,LIMD1-AS1,SACM1L,RN7SL145P,SLC6A20,LZTFL1,CCR9,FYCO1	coding,nonCoding	protein_coding,lncRNA,misc_RNA	N
chr3:46340001-46490000	chr3	46340001	46490000	3p	p21.31		CCR2	6	CCR5AS,CCR5,LINC02009,LTF,CCR2,CCRL2	nonCoding,coding	lncRNA,protein_coding	N
chr3:7220001-7590000	chr3	7220001	7590000	3p	p26.1			2	GRM7-AS1,GRM7	nonCoding,coding	lncRNA,protein_coding	N,Y
chr3:97750001-97900000	chr3	97750001	97900000	3q	q11.2			3	EPHA6,ARL6,CRYBG3	coding	protein_coding	Y,N
chr3:98330001-98650000	chr3	98330001	98650000	3q	q11.2		CLDND1	7	GPR15,CPOX,OR5K4,OR5K3,OR5K1,OR5K2,CLDND1	coding,nonCoding	protein_coding	N
chr4:101300001-101610000	chr4	101300001	101610000	4q	q24		PPP3CA	4	BANK1,PPP3CA,MIR1255A,FLJ20021	coding,nonCoding	protein_coding,miRNA,lncRNA	Y,N
chr4:121740001-121970000	chr4	121740001	121970000	4q	q27			7	CCNA2,SMIM43,PP12613,EXOSC9,BBS7,BBS7-DT,TRPC3	coding,nonCoding	protein_coding,lncRNA	N
chr4:126420001-126830000	chr4	126420001	126830000	4q	q28.1			1				
chr4:147640001-147760000	chr4	147640001	147760000	4q	q31.23			3	PRMT9,TMEM184C,ARHGAP10	coding,nonCoding	protein_coding	N
chr4:151820001-152500000	chr4	151820001	152500000	4q	q31.3		FBXW7	6	RN7SL446P,LINC03074,LINC02273,FBXW7,FBXW7-AS1,MIR3140	nonCoding,coding	misc_RNA,lncRNA,protein_coding,miRNA	N
chr4:173290001-173370000	chr4	173290001	173370000	4q	q34.1			4	GALNT7,HMGB2,SAP30-DT,SAP30	coding,nonCoding	protein_coding,lncRNA	N
chr4:177270001-177330000	chr4	177270001	177330000	4q	q34.3			1	NEIL3	coding	protein_coding	N
chr4:17780001-18080000	chr4	17780001	18080000	4p	p15.31	FRA4D, FRA4A		4	FAM184B,DCAF16,NCAPG,LCORL	coding,nonCoding	protein_coding	N
chr4:185340001-185530000	chr4	185340001	185530000	4q	q35.1			8	SNX25,C4orf47,CCDC110,PDLIM3,LRP2BP-AS1,ANKRD37,UFSP2,LRP2BP	coding,nonCoding	protein_coding,lncRNA	N
chr4:187290001-187370000	chr4	187290001	187370000	4q	q35.2			1				
chr4:187890001-188060000	chr4	187890001	188060000	4q	q35.2			1	ZFP42	coding	protein_coding	N
chr4:188160001-188380000	chr4	188160001	188380000	4q	q35.2			1	LINC02434	nonCoding	lncRNA	N
chr4:20800001-21000000	chr4	20800001	21000000	4p	p15.31	FRA4D, FRA4A		1	KCNIP4	coding,nonCoding	protein_coding	Y
chr4:22750001-23000000	chr4	22750001	23000000	4p	p15.2	FRA4D, FRA4A		1	GBA3	coding	protein_coding	N
chr4:36080001-36430000	chr4	36080001	36430000	4p	p14		ARAP2	3	MIR1255B1,ARAP2,DTHD1	nonCoding,coding	miRNA,protein_coding	N
chr4:61770001-61910000	chr4	61770001	61910000	4q	q13.1			1	ADGRL3	coding,nonCoding	protein_coding	Y
chr4:80140001-80480000	chr4	80140001	80480000	4q	q21.21			4	PRDM8,FGF5,CFAP299,PRDM8-AS1	coding,nonCoding	protein_coding,lncRNA	N,Y
chr5:100650001-100970000	chr5	100650001	100970000	5q	q21.1	FRA5B, FRA5D, FRA5F	ST8SIA4	3	RN7SKP62,ST8SIA4,MIR548P	nonCoding,coding	misc_RNA,protein_coding,miRNA	N
chr5:105740001-105860000	chr5	105740001	105860000	5q	q21.3	FRA5B, FRA5D, FRA5F		1				
chr5:112480001-113010000	chr5	112480001	113010000	5q	q22.2			6	DCP2,LINC02200,APC,RNU6-482P,SRP19,REEP5	coding,nonCoding	protein_coding,lncRNA,snRNA	N
chr5:126760001-126840000	chr5	126760001	126840000	5q	q23.2			2	LMNB1-DT,LMNB1	nonCoding,coding	lncRNA,protein_coding	N
chr5:140020001-140230000	chr5	140020001	140230000	5q	q31.2			5	NRG2,MALINC1,PURA,IGIP,CYSTM1	coding,nonCoding	protein_coding,lncRNA	N
chr5:142210001-142940000	chr5	142210001	142940000	5q	q31.3		ARHGAP26	6	ARHGAP26,SPRY4,ARHGAP26-AS1,FGF1,LINC01844,SPRY4-AS1	coding,nonCoding	protein_coding,lncRNA	N
chr5:143060001-143840000	chr5	143060001	143840000	5q	q31.3		ARHGAP26	6	RNU7-156P,ARHGAP26-IT1,NR3C1,ARHGAP26,MIR5197,HMHB1	nonCoding,coding	snRNA,lncRNA,protein_coding,miRNA	N
chr5:160410001-160500000	chr5	160410001	160500000	5q	q33.3			5	PTTG1,SLU7,MIR3142HG,MIR3142,MIR146A	nonCoding,coding	protein_coding,lncRNA,miRNA	N
chr5:163410001-163500000	chr5	163410001	163500000	5q	q34			4	HMMR,CCNG1,HMMR-AS1,NUDCD2	coding,nonCoding	protein_coding,lncRNA	N
chr5:165480001-165920000	chr5	165480001	165920000	5q	q34			1	RN7SKP60	nonCoding	misc_RNA	N
chr5:16880001-17440000	chr5	16880001	17440000	5p	p15.1		MYO10	8	BASP1-AS1,RNU6-1003P,MYO10,RNU6-660P,BASP1,LINC02217,RN7SKP133,LINC02111	nonCoding,coding	lncRNA,snRNA,protein_coding,misc_RNA	N
chr5:19900001-19970000	chr5	19900001	19970000	5p	p14.3	FRA5A, FRA5E		1	CDH18	coding	protein_coding	Y
chr5:22260001-22430000	chr5	22260001	22430000	5p	p14.3	FRA5A, FRA5E		1	CDH12	coding,nonCoding	protein_coding	Y
chr5:22740001-23000000	chr5	22740001	23000000	5p	p14.3	FRA5A, FRA5E		1	CDH12	coding,nonCoding	protein_coding	Y
chr5:25280001-25420000	chr5	25280001	25420000	5p	p14.1	FRA5A, FRA5E		1	LINC02211	nonCoding	lncRNA	N
chr5:27030001-27250000	chr5	27030001	27250000	5p	p14.1	FRA5A, FRA5E		3	CDH9,RNU6-738P,PURPL	coding,nonCoding	protein_coding,snRNA,lncRNA	N
chr5:3210001-3300000	chr5	3210001	3300000	5p	p15.33			1				
chr5:40020001-40520000	chr5	40020001	40520000	5p	p13.1	FRA5A, FRA5E		4	LINC00604,RNU1-150P,LINC00603,TTC33	nonCoding,coding	lncRNA,snRNA,protein_coding	N
chr5:54820001-55010000	chr5	54820001	55010000	5q	q11.2			1	ESM1	coding	protein_coding	N
chr5:66910001-67040000	chr5	66910001	67040000	5q	q12.3		MAST4	2	MAST4,MAST4-AS1	coding,nonCoding	protein_coding,lncRNA	Y,N
chr5:68300001-68560000	chr5	68300001	68560000	5q	q13.1			1	PIK3R1	nonCoding,coding	protein_coding	N
chr5:75260001-75640000	chr5	75260001	75640000	5q	q13.3		POLK	5	CERT1,POLK,HMGCR,RNU7-175P,ANKDD1B	coding,nonCoding	protein_coding,snRNA	N
chr5:90350001-90580000	chr5	90350001	90580000	5q	q14.3			5	MBLAC2,POLR3G,CETN3,LYSMD3,ADGRV1	coding,nonCoding	protein_coding	N,Y
chr5:95460001-96100000	chr5	95460001	96100000	5q	q15	FRA5B, FRA5D, FRA5F		12	MIR583HG,MIR583,SKIC3,RNU6-308P,ARSK,GPR150,RFESD,SPATA9,RHOBTB3,GLRX,LINC01554,ELL2	nonCoding,coding	lncRNA,miRNA,protein_coding,snRNA	N
chr6:105520001-106160000	chr6	105520001	106160000	6q	q21	FRA6F	PRDM1	4	ATG5,LINC02836,RN7SKP211,PRDM1	coding,nonCoding	protein_coding,lncRNA,misc_RNA	N
chr6:110090001-110220000	chr6	110090001	110220000	6q	q21	FRA6F		2	WASF1,CDC40	coding,nonCoding	protein_coding	N
chr6:115180001-115370000	chr6	115180001	115370000	6q	q22.1			1				
chr6:116530001-116640000	chr6	116530001	116640000	6q	q22.1			5	CALHM4,TRAPPC3L,RWDD1,RSPH4A,ZUP1	coding	protein_coding	N
chr6:129750001-130130000	chr6	129750001	130130000	6q	q22.33			2	L3MBTL3,TMEM244	coding,nonCoding	protein_coding	N
chr6:131460001-131680000	chr6	131460001	131680000	6q	q23.2			4	RNU4-18P,ARG1,MED23,ENPP3	nonCoding,coding	snRNA,protein_coding	N
chr6:13440001-14270000	chr6	13440001	14270000	6p	p23	FRA6A		10	GFOD1,RANBP9,MCUR1,RNF182,CD83,RNU7-133P,GFOD1-AS1,RN7SKP204,SIRT5,NOL7	coding,nonCoding	protein_coding,snRNA,lncRNA,misc_RNA	N
chr6:135320001-135770000	chr6	135320001	135770000	6q	q23.3			3	AHI1,AHI1-DT,LINC02524	coding,nonCoding	protein_coding,lncRNA	N
chr6:137190001-137700000	chr6	137190001	137700000	6q	q23.3			3	IFNGR1,OLIG3,LINC03004	coding,nonCoding	protein_coding,lncRNA	N
chr6:137720001-137820000	chr6	137720001	137820000	6q	q23.3			2	LINC02539,LINC03004	nonCoding	lncRNA	N
chr6:143340001-144030000	chr6	143340001	144030000	6q	q24.2			10	AIG1,ADAT2,PEX3,FUCA2,PHACTR2,PHACTR2-AS1,LTV1,ZC2HC1B,PLAGL1,HYMAI	coding,nonCoding	protein_coding,lncRNA	N
chr6:157240001-157440000	chr6	157240001	157440000	6q	q25.3			3	ZDHHC14,TMEM242-DT,TMEM242	coding,nonCoding	protein_coding,lncRNA	N
chr6:161490001-162220000	chr6	161490001	162220000	6q	q26	FRA6E		1	PRKN	coding,nonCoding	protein_coding	Y
chr6:162330001-162500000	chr6	162330001	162500000	6q	q26	FRA6E		1	PRKN	coding,nonCoding	protein_coding	Y
chr6:164130001-164600000	chr6	164130001	164600000	6q	q27			1				
chr6:16520001-16740000	chr6	16520001	16740000	6p	p22.3		ATXN1	1	ATXN1	coding	protein_coding	N
chr6:28130001-28490000	chr6	28130001	28490000	6p	p22.1			14	ZSCAN16-AS1,ZSCAN16,ZKSCAN8,ZKSCAN8P1,ZSCAN9,ZKSCAN4,NKAPL,ZSCAN26,PGBD1,ZSCAN31,ZKSCAN3,ZSCAN12,RNU2-45P,ZSCAN23	nonCoding,coding	lncRNA,protein_coding,snRNA	N
chr6:32200001-32440000	chr6	32200001	32440000	6p	p21.32		BTNL2	6	NOTCH4,TSBP1-AS1,TSBP1,RNU6-603P,BTNL2,HLA-DRA	nonCoding,coding	protein_coding,lncRNA,snRNA	N
chr6:36150001-36450000	chr6	36150001	36450000	6p	p21.31			8	BRPF3-AS1,BRPF3,PNPLA1,BNIP5,ETV7,ETV7-AS1,PXT1,KCTD20	nonCoding,coding	lncRNA,protein_coding	N
chr6:53460001-53690000	chr6	53460001	53690000	6p	p12.1			4	GCLC,GCLC-AS1,LINC01564,KLHL31	coding,nonCoding	protein_coding,lncRNA	N
chr6:55740001-56060000	chr6	55740001	56060000	6p	p12.1			2	BMP5,COL21A1	coding,nonCoding	protein_coding	N
chr6:66190001-66320000	chr6	66190001	66320000	6q	q12			1				
chr6:79930001-80050000	chr6	79930001	80050000	6q	q14.1			2	ELOVL4,TTK	coding,nonCoding	protein_coding	N
chr6:83040001-83230000	chr6	83040001	83230000	6q	q14.1			5	UBE3D,DOP1A,PGM3,RWDD2A,ME1	coding,nonCoding	protein_coding	N
chr6:90290001-90500000	chr6	90290001	90500000	6q	q15	FRA6G	BACH2	2	BACH2,MIR4464	coding,nonCoding	protein_coding,miRNA	N
chr6:92300001-92410000	chr6	92300001	92410000	6q	q15	FRA6G		1				
chr7:107520001-107970000	chr7	107520001	107970000	7q	q22.3	FRA7F		11	DUS4L-BCAP29,BCAP29,COG5,DUS4L,CBLL1-AS1,CBLL1,SLC26A4-AS1,SLC26A4,LAMB1,SLC26A3,DLD	coding,nonCoding	protein_coding,lncRNA	N
chr7:116950001-117220000	chr7	116950001	117220000	7q	q31.2	FRA7G		5	ST7,ST7-AS1,ST7-AS2,ST7-OT4,MIR6132	coding,nonCoding	protein_coding,lncRNA,miRNA	N
chr7:120930001-121050000	chr7	120930001	121050000	7q	q31.31			2	ING3,CPED1	coding,nonCoding	protein_coding	N
chr7:131110001-131350000	chr7	131110001	131350000	7q	q32.3	FRA7H		3	MKLN1,MKLN1-AS,LINC-PINT	coding,nonCoding	protein_coding,lncRNA	N
chr7:148600001-148710000	chr7	148600001	148710000	7q	q36.1	FRA7I		2	C7orf33,CUL1	coding	protein_coding	N
chr7:14940001-15490000	chr7	14940001	15490000	7p	p21.2			2	DGKB,AGMO	coding,nonCoding	protein_coding	Y,N
chr7:33890001-34080000	chr7	33890001	34080000	7p	p14.3			1	BMPER	coding,nonCoding	protein_coding	N
chr7:36300001-36400000	chr7	36300001	36400000	7p	p14.2	FRA7C		3	EEPD1,MATCAP2,ANLN	coding,nonCoding	protein_coding	N
chr7:36670001-37030000	chr7	36670001	37030000	7p	p14.2	FRA7C	ELMO1	4	AOAH,ELMO1,MIR1200,ELMO1-AS1	coding,nonCoding	protein_coding,miRNA,lncRNA	N,Y
chr7:4190001-4510000	chr7	4190001	4510000	7p	p22.2	FRA7B		1	SDK1	coding,nonCoding	protein_coding	Y
chr7:50050001-50210000	chr7	50050001	50210000	7p	p12.2			2	SPATA48,ZPBP	coding	protein_coding	N
chr7:52010001-52040000	chr7	52010001	52040000	7p	p12.1			1				
chr7:68130001-68470000	chr7	68130001	68470000	7q	q11.22	FRA7J		1				
chr7:87090001-87160000	chr7	87090001	87160000	7q	q21.12		DMTF1	2	DMTF1-AS1,DMTF1	nonCoding,coding	lncRNA,protein_coding	N
chr7:8950001-9020000	chr7	8950001	9020000	7p	p21.3			1				
chr8:100280001-100350000	chr8	100280001	100350000	8q	q22.2			1	RNF19A	coding,nonCoding	protein_coding	N
chr8:100950001-101340000	chr8	100950001	101340000	8q	q22.3	FRA8A	YWHAZ	9	FLJ42969,LINC03044,RN7SKP249,RN7SL685P,ZNF706,LINC02844,RNU7-67P,ZNNT1,YWHAZ	nonCoding,coding	lncRNA,misc_RNA,protein_coding,snRNA	N
chr8:121290001-121460000	chr8	121290001	121460000	8q	q24.12	FRA8C, FRA8E		1				
chr8:132580001-133420000	chr8	132580001	133420000	8q	q24.22		TG, SLA	9	PHF20L1,TG,DNAAF11,TMEM71,PTCSC1,CCN4,NDRG1,SLA,MIR7848	coding,nonCoding	protein_coding,lncRNA,miRNA	N
chr8:137630001-137810000	chr8	137630001	137810000	8q	q24.23			1				
chr8:15190001-15690000	chr8	15190001	15690000	8p	p22			2	SGCZ,TUSC3	coding,nonCoding	protein_coding	Y,N
chr8:27710001-27860000	chr8	27710001	27860000	8p	p21.1			4	RNU6-1276P,ESCO2,PBK,CCDC25	nonCoding,coding	snRNA,protein_coding	N
chr8:29460001-29830000	chr8	29460001	29830000	8p	p12			3	LINC02099,LINC00589,LINC02948	nonCoding	lncRNA	N
chr8:3720001-4350000	chr8	3720001	4350000	8p	p23.2			1	CSMD1	coding,nonCoding	protein_coding	Y
chr8:38710001-38920000	chr8	38710001	38920000	8p	p11.22		PLEKHA2	2	TACC1,PLEKHA2	coding,nonCoding	protein_coding	N
chr8:58380001-58910000	chr8	58380001	58910000	8q	q12.1			6	RNU4-50P,CYP7A1,SDCBP,TOX,UBXN2B,NSMAF	nonCoding,coding	snRNA,protein_coding	N
chr8:58970001-59300000	chr8	58970001	59300000	8q	q12.1			2	TOX-DT,TOX	nonCoding,coding	lncRNA,protein_coding	N
chr8:94030001-94650000	chr8	94030001	94650000	8q	q22.1	FRA8B	CDH17	8	CDH17,FSBP,VIRMA,GEM,RAD54B,LINC02894,ESRP1,VIRMA-DT	coding,nonCoding	protein_coding,lncRNA	N
chr8:94910001-95250000	chr8	94910001	95250000	8q	q22.1	FRA8B	PLEKHF2	10	MIR3150A,MIR3150BHG,MIR3150B,CFAP418,PLEKHF2,CFAP418-AS1,LINC01298,NDUFAF6,TP53INP1,RNU6-1209P	nonCoding,coding	miRNA,lncRNA,protein_coding,snRNA	N,Y
chr9:101620001-102610000	chr9	101620001	102610000	9q	q31.1			3	RNU6-329P,LINC00587,GRIN3A	nonCoding,coding	snRNA,lncRNA,protein_coding	N
chr9:102950001-103570000	chr9	102950001	103570000	9q	q31.1			2	CYLC2,LINC01492	coding,nonCoding	protein_coding,lncRNA	N
chr9:107190001-107310000	chr9	107190001	107310000	9q	q31.2			1	RAD23B	coding	protein_coding	N
chr9:117650001-118130000	chr9	117650001	118130000	9q	q33.1			2	TLR4,RNU6-1082P	coding,nonCoding	protein_coding,snRNA	N
chr9:118330001-118470000	chr9	118330001	118470000	9q	q33.1			1				
chr9:120950001-121100000	chr9	120950001	121100000	9q	q33.2			2	CNTRL,C5	coding,nonCoding	protein_coding	N
chr9:21320001-21590000	chr9	21320001	21590000	9p	p21.3	FRA9C, FRA9A		9	IFNA6,IFNA13,KLHL9,MIR31HG,IFNA2,IFNA8,IFNA1,IFNE,MIR31	coding,nonCoding	protein_coding,lncRNA,miRNA	N
chr9:22510001-22670000	chr9	22510001	22670000	9p	p21.3	FRA9C, FRA9A		1	LINC01239	nonCoding	lncRNA	N
chr9:30330001-30540000	chr9	30330001	30540000	9p	p21.1	FRA9C, FRA9A		1	LINC01242	nonCoding	lncRNA	N
chr9:34170001-34590000	chr9	34170001	34590000	9p	p13.3			12	RNU2-50P,NUDT2,MYORG,C9orf24,UBAP1,KIF24,DNAI1,RN7SKP24,ENHO,FAM219A,CNTFR-AS1,CNTFR	nonCoding,coding	snRNA,protein_coding,misc_RNA,lncRNA	N
chr9:71360001-72090000	chr9	71360001	72090000	9q	q21.13			5	TRPM3,CEMIP2,C9orf57,ABHD17B,C9orf85	coding,nonCoding	protein_coding	Y,N
chr9:92250001-92510000	chr9	92250001	92510000	9q	q22.31			9	IARS1,MIR3651,NOL8,CENPP,OGN,SNORA84,ASPN,ECM2,OMD	coding,nonCoding	protein_coding,miRNA,snoRNA	N
chr9:99790001-100150000	chr9	99790001	100150000	9q	q22.33		NR4A3	6	RN7SL75P,ERP44,INVS,STX17-DT,NR4A3,STX17	nonCoding,coding	misc_RNA,protein_coding,lncRNA	N,Y
